Status (included or 'maybe included'),DOMAIN,SORT CODE,STEPHEN CODE,INDICATOR,NOTES Thur 26th June - 2nd refinement for Delphi,DEFINITIONS/What we mean,RESPONDENT 1,RESPONDENT 2,RESPONDENT 3,RESPONDENT 4,RESPONDENT 5,RESPONDENT 6,RESPONDENT 7,RESPONDENT 8,RESPONDENT 9,RESPONDENT 10,RESPONDENT 11,RESPONDENT 12,RESPONDENT 13,Sum,Denominator,Score,Number of 1 scores,Number of 2 scores,Number of 3 scores,Number of 4 scores,
excluded,HEALTH STATUS,STAT16,,Percent of people 65 and over who to their knowledge had been infected with COVID-19 per year ,This is a duplicate - delete it,,3,2,2,2,3,3,2,3,4,3,4,4,2,37,13,2.85,0,5,5,3,
excluded,HEALTH STATUS,STAT17,,"Percent of people 65 and above who returned to usual health after COVID-19 infection in less than 1 month, 1 month or more but less than 1 year, 1 year or more but less than 2 years, in 2 years or longer",This is a duplicate - delete it,,2,2,2,4,4,2,3,3,3,4,4,3,2,38,13,2.92,0,5,4,4,
excluded,HOUSING AND ENVIRONMENT,HOUS5,,Percent of 65+ who owns an Electric Vehicle (EV),,,4,3,3,4,3,4,4,3,3,3,4,3,4,45,13,3.46,0,0,7,6,
Maybe,CONNECTIONS AND PARTICIPATION,CONN6,Social participation,Proportion of the population aged 65 years and over who regularly engage in helping or voluntary work in any of the following activities without pay: A social or charitable organisation; A religious group or church; A sporting organisation; A political organisation; In your community; No.,maybe' requested by  Mike O'Callaghan,"The proportion of people aged 65 years and over who do unpaid work for community, religious, sports, or charitable groups.",3,1,2,2,1,1,2,1,1,1,2,2,2,21,13,1.62,6,6,1,0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters"
duplicate,EDUCATION AND SKILLS ,EDUS2,Socioeconomic status,Population aged 65 years and over by highest level of education completed (%), THIS IS A DUPLICATE - see row 122 - EDUS2 - requested by both Clodagh Lawlor Mike O' Callaghan as 'maybe',"The percentage of adults aged 65 years and over who completed different levels of education (e.g. primary, secondary, third level).",3,1,2,2,1,1,2,1,1,1,3,2,2,22,13,1.69,6,5,2,0,
Maybe,HEALTH STATUS,STAT42,Population demographics,"Percentage of older adults aged 65 years and over who are underweight, overweight and obese",maybe' requested by  Mike O'Callaghan,"The proportion of adults aged 65 years and over by weight category: underweight, healthy weight, overweight, or obese.",2,1,2,2,1,1,1,1,1,3,4,4,2,25,13,1.92,6,4,1,2,
Maybe,HEALTHCARE USE,HUSE38,Medication and prescribing,Percentage of medicines by ATC codes prescribed to those aged 65 years and over,need to explain what ATC's are,The percentage of medications prescribed to adults aged 65 years and over by type of medication (using Anatomical Therapeutic Chemical (ATC) classification).,2,,2,3,3,1,1,1,1,1,4,2,1,22,13,1.69,6,3,2,1,
Maybe,PROVIDING CARE,PROV6,Caregiving,Percentage of older adults aged 65 years and over who provide care to children and/or grandchildren (Who and how often),maybe' requested by  Mike O'Callaghan,"The proportion of people aged 65 years and over who are caring for children or grandchildren, and how frequently they do so",3,1,2,1,2,2,2,2,1,1,4,1,2,24,13,1.85,5,6,1,1,
Maybe,HEALTH STATUS,STAT20,Medication and prescribing,Percentage of people aged 65 years and over who have taken an antibiotic in the last 12 months by sex,maybe' requested by  Mike O'Callaghan,The proportion of older adults who have taken an antibiotic in the past year by sex ,3,1,2,4,3,2,2,2,2,3,4,4,1,33,13,2.54,2,5,3,3,
duplicate,CONNECTIONS AND PARTICIPATION,CONN6,Social participation,Proportion of the population 65+ who regularly engage in helping or voluntary work in any of the following activities without pay: A social or charitable organisation; A religious group or church; A sporting organisation; A political organisation; In your community; No., THIS IS A DUPLICATE - see row 195 - CONN6 - requested by both Mike O' Callaghan and Alieen O' Reilly as 'maybe' ,,3,1,2,2,1,1,2,1,1,1,2,2,2,21,13,1.62,6,6,1,0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters"
duplicate,CONNECTIONS AND PARTICIPATION,CONN10,Social participation,"Percentage of older adults (65+) who are members of organisations, clubs, societies",' THIS IS A DUPLICATE - see row 158 - CONN10 - requested by both Alieen O' Reilly and Clodagh Lawlor as 'maybe' ,,3,1,2,2,1,1,2,1,1,1,2,2,2,21,13,1.62,6,6,1,0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters"
Maybe,CONNECTIONS AND PARTICIPATION,CONN9,Social participation,Percentage of older adults aged 65 years and over who volunteer,maybe' requested by Aillen O' Reilly,,3,1,2,2,2,2,2,1,1,1,3,2,3,25,13,1.92,4,6,3,0,
Maybe,HEALTHCARE USE,HUSE31,Home and community supports,Number of older people newly supported with ALONE services in the previous 12 months,changed (year) to 'in the previous 12 months' 'maybe' requested by Aillen O' Reilly,,2,1,2,2,1,2,2,1,1,3,3,4,2,26,13,2.00,4,6,2,1,
Maybe,HEALTHCARE USE,HUSE32,Home and community supports,Number of older people in receipt of ongoing support of ALONE Services in the previous 12 months,changed (year) to 'in the previous 12 months';  'maybe' requested by Aillen O' Reilly,,1,1,2,4,2,0,2,3,1,2,4,2,3,27,12,2.25,3,5,2,2,
new,HEALTHCARE USE,ICPOP CST 1.02,Primary and community care,Total number of new referrals to ICPOP (accepted) by month,"ICPOP indicator added by request Mary Browne 06.05.2025. Indicator is part of ICPOP suite of KPI's collected monthly.
Unique ID generated using the actual KPI Number (i.e.) 'CST' and a 'number', and for ease Teresa prefaced the code with 'ICPOP'.",Monthly total of new referrals accepted into the ICPOP programme.,"This KPI includes all referrals accepted to the ICPOP Community Specialist Teams within the month. For the purposes of this KPI, new referrals include patients who are discharged and referred again to each ICPOP CST in the month up to and including the last date of the month. For the purpose of this includes referrals that have been triaged and accepted.",,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 3.01-3.08/8.02,Primary and community care,Total number of new ICPOP referrals by referral source by month,"ICPOP indicator added by request Mary Browne 06.05.2025. Indicator is part of ICPOP suite of KPI's collected monthly.
This indicator is the summation of 9 different KPI's - see definition.
Unique ID generated using the actual KPI Number (i.e.) 'CST' and a 'number', and for ease Teresa prefaced the code with 'ICPOP'.","Monthly total of new ICPOP referrals, broken down by which clinical specialty the referral came from.","This indicator is an aggregation of KPI's CST 3.01 - 3.08 and KPI CST 8.02.  It includes all referrals received from GPs, CHN, NAS and/or Pathfinder teams, Frailty at the Front Door (or similar) service, Geriatric Medicine teams, received from ED (broken down by the month), Acute Inpatient Floor,  new referrals accepted  to the ICPOP Community Specialist Team for older adults in Residential Care Facilities, and from Other Sources within the month.",,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 5.01-5.03,Frailty and multimorbidity,Total number of new ICPOP referrals with a clinical frailty score of 3 or less (not frail),"As above, but note this frailty indicator is the summation of KPI CST 5.01, CST5.02 and CST 5.03. - see definition.",Monthly referrals to ICPOP for people aged 65 years and over with low or no frailty.,This includes total number of new patients with a frailty scores with a clinical frailty score of 3 or less (not frail).,,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 5.04-5.06,Frailty and multimorbidity,Total number of new ICPOP referrals with a clinical frailty score of 4-6 (mild frailty),"As above, but note this frailty indicator is the summation of KPI CST 5.04, CST5.05 and CST 5.06. - see definition.",Monthly referrals to ICPOP for people aged 65 years and over with mild levels of frailty.,This includes total number of new patients with a frailty scores with a clinical frailty score of 4-6 (mild frailty).,,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 5.07-5.08,Frailty and multimorbidity,Total number of new ICPOP referrals with a clinical frailty score of 7-8 (moderate frailty) ,"As above, but note this frailty indicator is the summation of KPI CST 5.07 and CST 5.08. - see definition.",Monthly referrals to ICPOP for people aged 65 years and over with moderate frailty.,This includes total number of new patients with a frailty scores with a clinical frailty score of 7-8 (moderate frailty).,,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 5.09,Frailty and multimorbidity,Total number of new ICPOP referrals with a clinical frailty score of 9 (advanced frailty) ,As above.,Monthly referrals to ICPOP for people aged 65 years and over with the highest level of frailty.,This includes total number of new patients with a clinical frailty score of 9 (advanced frailty).,,,,,,,,,,,,,,,,,,,,
new,HEALTHCARE USE,ICPOP CST 5.13,Medication and prescribing,Total number of new patients seen by ICPOP on 10 or more medications by month,ICPOP indicator added by request Mary Browne 06.05.2025.  ,Number of adults aged 65 years and over seen by ICPOP each month who take 10 or more medications.,Total number of new patients seen by ICPOP on 10 or more medications by month,,,,,,,,,,,,,,,,,,,,
new,FINANCES,FINA5,Socioeconomic status,Percentage of population aged 65 years and over experiencing enforced deprivation,SIA61C10,"The proportion of adults aged 65 years and over who cannot afford basic needs like heating, clothing, or meals.",,,,,,,,,,,,,,,,,,,,,
