Status (included or 'maybe included'),DOMAIN,SORT CODE,STEPHEN CODE,INDICATOR,NOTES Thur 26th June - 2nd refinement for Delphi,DEFINITIONS/What we mean,RESPONDENT 1,RESPONDENT 2,RESPONDENT 3,RESPONDENT 4,RESPONDENT 5,RESPONDENT 6,RESPONDENT 7,RESPONDENT 8,RESPONDENT 9,RESPONDENT 10,RESPONDENT 11,RESPONDENT 12,RESPONDENT 13,Sum,Denominator,Score,Number of 1 scores,Number of 2 scores,Number of 3 scores,Number of 4 scores,Unnamed: 27,TERESA NOTE (DATA PROVENANCE),ROB CATALOGUE NOTE,PREP MEETING NOTES,notes JM,notes GH,notes TB,notes CL,notes MW,notes SC,notes RB
included,HEALTHCARE USE,HUSE19,Mental health,"Depression and bipolar disorders discharge rate per 1,000 population aged 65 years and over",Discharge rate had (65+) included; changed to aged 65 years and over,"The number of discharges for mental health conditions including depression or bipolar disorder per 1,000 adults aged 65 years and over",1,1.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,21.0,12.0,1.75,7.0,2.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
included,HEALTHCARE USE,HUSE20,Mental health,"Anxiety discharge rate per 1,000 population aged 65 years and over",Discharge rate had (65+) included; changed to aged 65 years and over,"The number of hospital discharges rate for anxiety disorders per 1,000 adults aged 65 years and over",1,1.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,21.0,12.0,1.75,7.0,2.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
included,HEALTHCARE USE,HUSE21,Mental health,"Schizophrenia discharge rate per 1,000 population aged 65 years and over",Discharge rate had (65+) included; changed to aged 65 years and over,"The number of hospital discharges rate for schizophrenia per 1,000 adults aged 65 years and over",2,1.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,21.0,12.0,1.75,7.0,2.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
included,PROVIDING CARE,PROV1,Caregiving,"Percentage of those aged 65 years and over who provide care or assistance to one or more persons suffering from some age related problem, chronic health condition or infirmity, at least once a week",,The proportion of adults aged 65 years and over who regularly help someone with age-related or chronic health issues.,2,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,21.0,12.0,1.75,7.0,2.0,2.0,1.0,,IH184C01,,Sarah: choose CENSUS over Irish Health Survey,,,,,,,
included,HEALTHCARE USE,HUSE26,Respiratory conditions,"COPD discharge rate per 1,000 population aged 65 years and over",aged 65 years and over,"The number of hospital discharges for chronic obstructive pulmonary disease per 1,000 adults aged 65 years and over",1,1.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,17.0,11.0,1.55,7.0,2.0,2.0,0.0,"Above the cut-off point, the majority of voters (7/13) have selected a preferential ""1"" score for these parameters",Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,Unsure what COPD is
excluded,CONNECTIONS AND PARTICIPATION,CONN6,,Proportion of the population 65+ who regularly engage in helping or voluntary work in any of the following activities without pay: A social or charitable organisation; A religious group or church; A sporting organisation; A political organisation; In your community; No.,,,3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters",Direct from Census,,CENSUS: similar to CONN9 - which to choose?,,,,,,,
excluded,HEALTH BEHAVIOURS,BEHV4,,Preventative Measures in the last 12 months of persons aged 65 years and over - Had a Faecal Occult Test,,,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,,IH279C04,,"Irish Health Survey 2019 - can we get latest data? Should we place under Preventive measures? If small numbers, can we include in IHA?",group this with screening uptake perhaps?,,Source is Irish Health Survey 2019.,,,Small numbers,
Maybe,HEALTH STATUS,STAT3,Loneliness and wellbeing,"Percentage of people aged 65 years and above with Low, Medium, High, Not Stated, overall life satisfaction","move to 'included bucket' .  excluded using 'No.1 preference' methodology, but included using 'median' methodology; Decision made 06052025 by MB, DMcK, GS & TB","The percentage of people aged 65 years and over who satisfied are with their life overall, rated from low to high.",2,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,,WBB64C01,WBB64C01,,,,,,,,
Maybe,HEALTHCARE USE,HUSE8,Home and community supports,Number of persons aged 65 years and over in receipt of Intensive Home Care Packages (IHCP) ,"move to 'included bucket' .  excluded using 'No.1 preference' methodology, but included using 'median' methodology; Decision made 06052025 by MB, DMcK, GS & TB ",The number of adults aged 65 years and over receiving higher-level home care through the IHCP scheme.,1,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,18.0,12.0,1.5,6.0,6.0,0.0,0.0,,Core Indicator List,,,,,,,,,
Maybe,DEMOGRAPHICS,DEMO16,Population demographics,Percentage of Population aged 65 years and over by marital status.,move to 'included bucket'.'maybe' requested by clodagh lawlor. ,"The percentage of people aged 65 years and over who are single, married, widowed, divorced, etc.",1,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,22.0,13.0,1.69,6.0,5.0,2.0,0.0,,Direct from Census,,,,,,,,,
Maybe,EDUCATION AND SKILLS ,EDUS2,Socioeconomic status,Percentage of population aged 65 years and over by highest level of education completed,move to 'included bucket'.'maybe' requested by Clodagh Lawlor & Mike O' Callaghan ,"The percentage of adults aged 65 years and over who, during their lifetime, have completed different levels of education.",3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,22.0,13.0,1.69,6.0,5.0,2.0,0.0,,F8039C02,,,,,,,,,
Maybe,CONNECTIONS AND PARTICIPATION,CONN7,Social participation,Percentage of older adults aged 65 years and over who engage in one or more social leisure activity at least once a week,,"The percentage of people aged 65 years and over who take part in activities like clubs, hobbies, or social events weekly.",2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,19.0,12.0,1.58,6.0,5.0,1.0,0.0,,Tilda,,,,,,,,,
Maybe,HEALTHCARE USE,HUSE6,Home and community supports,Number of home support hours provided to those aged 65 and over (exclusing provision of hours from Intensive Home Care Packages IHCPs) ,,"Number of  hours of basic support services provided to adults aged 65 years and over, excluding intensive care.",1,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,20.0,12.0,1.67,6.0,5.0,0.0,1.0,,Core Indicator List,,,,,,,,,
excluded,VULNERABLE GROUPS,VULN1,,Persons aged 65 years and over who experienced discrimination (%),,The rate of hospital discharges for dementia caused by conditions other than Alzheimerâ€™s.,1,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,23.0,13.0,1.77,6.0,4.0,3.0,0.0,,EQQ03C01,,QHNS data latest data Q1 2019 - what is the latest date available?,captured in demographics also,,An ageism/discrimination indicator also appears under 'DEMOGRAPHICS' - a TILDA source,,,,
excluded,HEALTH BEHAVIOURS,BEHV22,,Percentage women 65+ who check for breast lumps,,Living arrangements of older adults with an intellectual disability.,2,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,24.0,13.0,1.85,6.0,4.0,2.0,1.0,,Tilda,,Could move into prevention,preventative behaviour,,,,,,
excluded,HEALTH STATUS,STAT8,,Percentage of individuals 65 and above who are feeling downhearted or depressed by frequency and year ,This is a duplicate - delete it,The proportion of older adults who have difficulty with tasks like managing money or preparing meals.,1,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,24.0,13.0,1.85,6.0,4.0,2.0,1.0,,WBB22C03,WBB22C03,,,DUPLICATE IN CHRONIC DISEASE DOMAIN,,,,Other depression or anxiety metrics may be more appropriate,
Maybe,HEALTHCARE USE,HUSE25,Memory and cognition,"Dementia due to causes other than Alzheimer's disease discharge rate per 1,000 population aged 65 years and over",aged 65 years and over,"The number of hospital discharges for dementia caused by conditions other than Alzheimer's per 1,000 adults aged 65 years and over",1,1.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,20.0,12.0,1.67,6.0,4.0,2.0,0.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
Maybe,VULNERABLE GROUPS,VULN15,Intellectual disability,Accommodation status of people aged 65 years and over with an intellectual disability (%),????remove %,"The percentage of adults aged 65 years and over with an intellectual disability, categorised by their living arrangements",2,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,20.0,12.0,1.67,6.0,4.0,2.0,0.0,,Core Indicator List,SIA61C09,"IDS TILDA could give more information - is this information from CENSUS and can we break it down by IHA? If not, can look at TILDA",,,,,A difficulty with these indicators is that there are very few people with ID aged > 65. IDS-TILDA could advise on the best approach here,,
excluded,HEALTH STATUS,STAT42,,"Percentage of older adults (65+) who are underweight, overweight and obese",,Rate of hospital discharges for chest pain caused by heart disease among older adults.,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,25.0,13.0,1.92,6.0,4.0,1.0,2.0,,Tilda,Tilda,Preferred indicator (from TILDA),,duplicate,2 indicators on O/Weight & Obesity:   A3 source above is from Irish Health Survey 2019.  A43 below is a TILDA indicator  Discussion required to select one only. ,,,,
excluded,SAFETY,SAFE1,,Recorded crime victims of selected offences by age of victim when offence occurred and year reported,,"Number of discharges for iron-deficiency anaemia in adults aged 65+, per 1,000.",2,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,25.0,13.0,1.92,6.0,4.0,1.0,2.0,,CVA04C01,,Note small numbers 65 years and over,,INTERESTING - DATA SOURCE?,,,,Quite small 65+ numbers,
Maybe,HEALTH STATUS,STAT41,ADLs & IADLs,Percentage of older adults aged 65 years and over who report limitations in Instrumental Activities in Daily Living (IADLS),move to 'included bucket'.'maybe' requested by clodagh lawlor. ,The proportion of  adults aged 65 years and over who have difficulty with tasks like managing money or preparing meals.,2,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,21.0,12.0,1.75,6.0,4.0,1.0,1.0,,Tilda,Tilda,,,duplicate,If Census data can provide data on ADL's - choose Census over TILDA,,,,
excluded,HEALTH STATUS,STAT24,,Deprivation level of people aged 65+ who are blind or have a visual impairment,,How many older people belong to formal groups like clubs or associations.,1,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,25.0,13.0,1.92,6.0,3.0,3.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
excluded,HEALTH STATUS,STAT32,,Self-reported health of people aged 65+ who are deaf or have a hearing impairment,,The proportion of older people who feel they sleep well.,1,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,25.0,13.0,1.92,6.0,3.0,3.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
excluded,HEALTHCARE USE,HUSE16,,"Back pain discharge rate per 1,000 population (65+)",,"How many older people do unpaid work for community, religious, sports, or charitable groups.",1,2.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,21.0,12.0,1.75,6.0,3.0,3.0,0.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
excluded,FINANCES,FINA1,,Median Real Household Disposable Income,,"Proportion of older adults by weight category: underweight, healthy weight, overweight, or obese.",1,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,3.0,22.0,12.0,1.83,6.0,3.0,2.0,1.0,,SIA61C01,SIA61C01,,,,,,,,
excluded,HEALTHCARE USE,HUSE17,,"Osteoarthritis discharge rate per 1,000 population (65+)",,Breakdown of medications prescribed to older adults by type (ATC classification).,2,2.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,22.0,12.0,1.83,6.0,3.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
excluded,HEALTHCARE USE,HUSE38,,% medicines by ATC codes prescribed to those aged 65+,,"The proportion of older people caring for children or grandchildren, and how frequently.",2,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,22.0,13.0,1.69,6.0,3.0,2.0,1.0,,Tilda,,Sarah: discuss with Tomas also,,TOP 10 OR 20 OR BY MEDICINES COST/SPEND,,,,Worth discussing this with Tomás also,
excluded,HEALTH STATUS,STAT26,,Self-reported health of people aged 65+ who are blind or have a visual impairment,,"The share of older adults who used antibiotics in the past year, by sex.",1,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,26.0,13.0,2.0,6.0,2.0,4.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
excluded,HEALTH STATUS,STAT30,,Deprivation level of people aged 65+ who are deaf or have a hearing impairment,,Monthly total of new referrals accepted into the ICPOP programme.,1,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,26.0,13.0,2.0,6.0,2.0,4.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
Maybe,HEALTHCARE USE,HUSE52,Kidney and urinary,"Pyelonephritis discharge rate per 1,000 population aged 65 years and over",remove word and bracket - (ACS condition) and add age cohort aged 65 years and over,"The number of hospital discharges for kidney infections per 1,000 adults aged 65 years and over",3,2.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,22.0,12.0,1.83,6.0,2.0,4.0,0.0,,Core Indicator List,,Clarity of definition: should this be over 65 years?,,,,,,,Unsure what this  is
Maybe,HEALTHCARE USE,HUSE53,Kidney and urinary,"UTI discharge rate per 1,000 population aged 65 years and over",remove word and bracket - (ACS condition) and add age cohort aged 65 years and over,"The number of hospital discharges for urinary tract infections per 1,000  adults aged 65 years and over",2,3.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,22.0,12.0,1.83,6.0,2.0,4.0,0.0,,Core Indicator List,,Clarity of definition: should this be over 65 years?,repetition of number 52,DUPLICATE,,,,,duplicate of 52?
Maybe,HEALTHCARE USE,HUSE50,Cardiovascular conditions,"Angina discharge rate per 1,000 population aged 65 years and over",remove word and bracket - (ACS condition) and add age cohort aged 65 years and over,"The number of hospital discharges for chest pain caused by heart disease per 1,000 adults aged 65 years and over",2,2.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,1.0,23.0,12.0,1.92,6.0,2.0,3.0,1.0,,Core Indicator List,,Clarity of definition: should this be over 65 years?,repetition - covered in number 48,DUPLICATE,,,,,duplicate of 48?
Maybe,HEALTHCARE USE,HUSE48,Hospital admissions,"Iron deficiency anaemia discharge rate per 1,000 population aged 65 years and over",remove word and bracket - (ACS condition) and add age cohort aged 65 years and over,"The number of hospital discharges for iron-deficiency anaemia per 1,000 adults aged 65 years and over",3,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,28.0,13.0,2.15,6.0,0.0,6.0,1.0,,Core Indicator List,,Clarity of definition: should this be over 65 years?,,,,,,,
excluded,CONNECTIONS AND PARTICIPATION,CONN5,,"Percent of Persons 65+ who are close enough to people that they could count on, if they had a serious problem (None, 1-2, 3-5, 6+)",,How often older adults report feeling lonely over a typical week.,2,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,23.0,13.0,1.77,5.0,6.0,2.0,0.0,,IH166C01,,Preferred indicator over HOUS7,,,,,,"similar to variable in housing (help from neighbours), may be more relevant here",
excluded,DEMOGRAPHICS,DEMO7,,Speakers of foreign language by ability to speak English for those aged 65+,,How many older people belong to formal groups like clubs or associations.,2,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,24.0,13.0,1.85,5.0,6.0,1.0,1.0,,Core Indicator List,,,,,,,,,
excluded,FINANCES,FINA4,,Percent of Household compositions (1 adult aged 65+or 2 adults with at least 1 aged 65+) who are finding it difficult in Making Ends Meet by year,,The proportion of older people who feel they sleep well.,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,24.0,13.0,1.85,5.0,6.0,1.0,1.0,,SIA97C01,SIA97C01,Sarah: WBB12C02 Satisfaction with finanical situation may be a more useful table to include,,,,,,Satisfaction with financial situation  -  WBB12C02; Aged 65 years and over  may also be a useful table to include,
excluded,PROVIDING CARE,PROV6,,Percentage of older adults who provide care to children and/or grandchildren (Who and how often),,,3,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,24.0,13.0,1.85,5.0,6.0,1.0,1.0,,Tilda,,TILDA,,,,,,,
Maybe,HEALTH STATUS,STAT45,Loneliness and wellbeing,Frequency of loneliness in a week as reported by older adults aged 65 years and over,"290525- expert panel advised against Stat44 'Average self-reported loneliness' and instead use this STAT 45 'Frequency of Loneliness in a week'
'move to 'included bucket'.'maybe' requested by clodagh lawlor. ",The number of times adults aged 65 years and over report feeling lonely over a typical week.,3,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,25.0,13.0,1.92,5.0,4.0,4.0,0.0,,Tilda,Tilda,,,,Emotional wellbeing indicator on loneliness reported by SILC (2024) :  Question SILC Vs TILDA?,,,,
excluded,HEALTH BEHAVIOURS,BEHV20,,Percentage men 65+ who have had a PSA blood test,,How many older people belong to formal groups like clubs or associations.,2,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,26.0,13.0,2.0,5.0,4.0,3.0,1.0,,Tilda,,Consider group with preventive measures,"group this with preventative measures 1-3, don’t have a prostate screening program as such",,,,,,
excluded,HOUSING AND ENVIRONMENT,HOUS6,,Persons aged 65 and older - Some difficulty in doing household activities (%),,The proportion of older people who feel they sleep well.,3,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,26.0,13.0,2.0,5.0,4.0,3.0,1.0,,IH204C01,,Irish Health Survey: TILDA may be preferable (see STAT40),,DUPLICATE,Need to check indicator description,Reported on another indicator also?,,Census health variable may be more relevant (ADL equivalent mentioned in previous section),
excluded,HEALTHCARE USE,HUSE28,,"COVID-19 discharges per 1,000 population (65+)",,"How many older people do unpaid work for community, religious, sports, or charitable groups.",2,1.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,23.0,12.0,1.92,5.0,4.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
excluded,HEALTH STATUS,STAT23,,Ethnicity of people aged 65+ who are blind or have a visual impairment,,"Proportion of older adults by weight category: underweight, healthy weight, overweight, or obese.",1,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,27.0,13.0,2.08,5.0,3.0,4.0,1.0,,Core Indicator List,Core Indicator List,,,,Unsure of how important it would be to know the ethnicity of 65+ with visual impairment - numbers I suspect will be very low,,,,
excluded,HEALTH STATUS,STAT10,,Percent of people 65 and above who are limited or severely limited by year,This is a duplicate - delete it,Breakdown of medications prescribed to older adults by type (ATC classification).,2,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,28.0,13.0,2.15,5.0,3.0,3.0,2.0,,HIS05C01,HIS05C01,Healthy Ireland indicator - should STA37 be a preferred indicators,This indicator is a bit unclear to me in terms of what we mean by limited/severely limited,,See A38 - the C22 indicator - is this the same as this one?,,,"The SILC and IHS metrics may be more appropriate here. GALI is the measurement used by Eurostat, so it would be directly comparable",Limited at what?
excluded,HEALTH BEHAVIOURS,BEHV23,,Percentage of older adults (65+) meeting the recommended guidelines for sleep duration,,"The proportion of older people caring for children or grandchildren, and how frequently.",3,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,29.0,13.0,2.23,5.0,2.0,4.0,2.0,,Tilda,,,,I'd question universality of knowledge re-guidelines in pop'n ,other indicators on sleep are under health status A19 and A 20,,,Repeat of sleep behaviours in health status tab?,
excluded,HEALTH BEHAVIOURS,BEHV14,,Percent of people 65 and above who visited a Nurse in the last twelve months by sex and year,,"The share of older adults who used antibiotics in the past year, by sex.",3,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,27.0,12.0,2.25,5.0,2.0,2.0,3.0,,HIS19C01,,Consider move to HEALTH USE,"not sure if this adds much - not clear is it practice nurse, PHN, mental health nurse, hospital clinic nurse, CDM hub - it is a bit non-specific",not clear enough,,,,should this be in the healthcare use tab?,
excluded,SAFETY,SAFE2,,Number of road users 65 and above who were Killed and Injured Casualties by sex and year,,Monthly total of new referrals accepted into the ICPOP programme.,2,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,30.0,13.0,2.31,5.0,1.0,5.0,2.0,,ROA16C3,,,,interesting - will RSA GIVE THAT INFO?,,,,,
Maybe,CONNECTIONS AND PARTICIPATION,CONN10,Social participation,"Percentage of older adults aged 65 years and over who are members of organisations, clubs, societies",move to 'included bucket'.'maybe' requested by clodagh lawlor. ,The percentage of adults aged 65 years and over who belong to formal groups like clubs or associations.,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,25.0,13.0,1.92,4.0,6.0,3.0,0.0,,Tilda,,,,,,,,,
excluded,CONNECTIONS AND PARTICIPATION,CONN8,Social participation,Percentage of older adults (65+) attending religious services,,Monthly referrals to ICPOP for older people with low or no frailty.,2,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,25.0,13.0,1.92,4.0,6.0,3.0,0.0,,Tilda,,,,,,,,,
excluded,CONNECTIONS AND PARTICIPATION,CONN9,Social participation,Percentage of older adults (65+) who volunteer,,Monthly referrals for people with mild levels of frailty.,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,26.0,13.0,2.0,4.0,6.0,2.0,1.0,,Tilda,,TILDA: but similar to CONN6 - which to choose?,,duplicate,Note another indicator above from Census regarding 'regulalry engage in helping or voluntary work in a number of activities without pay',,,,
excluded,HEALTH BEHAVIOURS,BEHV5,Screening and preventive checks,Preventative Measures in the last 12 months of persons aged 65 years and over - Had a colonoscopy,,Number of monthly ICPOP referrals for people with moderate frailty.,2,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,26.0,13.0,2.0,4.0,6.0,2.0,1.0,,IH279C05,,"Irish Health Survey 2019 - can we get latest data? Should we place under Preventive measures? If small numbers, can we include in IHA?",,,Source is Irish Health Survey 2019.,,,Small numbers,
excluded,HEALTH STATUS,STAT31,Vision and hearing,Employment status of people aged 65+ who are deaf or have a hearing impairment,,Monthly ICPOP referrals for those with the highest level of frailty.,1,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,27.0,13.0,2.08,4.0,5.0,3.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
excluded,VULNERABLE GROUPS,VULN12,Intellectual disability,Ethnicity of people aged 65+ with an intellectual disability (%),,Number of older adults seen by ICPOP each month who take 10 or more medications.,2,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,23.0,12.0,1.92,4.0,5.0,3.0,0.0,,Core Indicator List,,"IDS TILDA could give more information - is this information from CENSUS and can we break it down by IHA? If not, can look at TILDA",,,,,A difficulty with these indicators is that there are very few people with ID aged > 65. IDS-TILDA could advise on the best approach here,,
excluded,HEALTHCARE USE,HUSE18,Pain,"Neck pain discharge rate per 1,000 population (65+)",,"The proportion of older adults who cannot afford basic needs like heating, clothing, or meals.",2,2.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,24.0,12.0,2.0,4.0,5.0,2.0,1.0,,Core Indicator List,,Clarity of definition: Number of persons discharged or number of discharges?,,,,,,,
excluded,VULNERABLE GROUPS,VULN14,,Employment status of people aged 65+ with an intellectual disability (%),,,2,2.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,24.0,12.0,2.0,4.0,5.0,2.0,1.0,,Core Indicator List,SIA61C01,"IDS TILDA could give more information - is this information from CENSUS and can we break it down by IHA? If not, can look at TILDA",,,,,A difficulty with these indicators is that there are very few people with ID aged > 65. IDS-TILDA could advise on the best approach here,,
excluded,EMPLOYMENT,EMPL1,,The percent of the population aged 65 and older who are employed or actively seeking employment,"move to 'included bucket'.expert panel 29.05.25 considered 'Employment status' an important indicator. 
Comment from ranking process - Principal economic status in the demographics (DEMO13) may be more relevant and will capture employment status.",,3,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,27.0,13.0,2.08,4.0,4.0,5.0,0.0,,QLF18C02,,"May be difficult for the everyday user to interpret. Ob from the statistician responsible for the LFS - the rates we produce are defined by the ILO so the 15% is for anyone 65 and over in this case, 1% is 65-74 year olds while there is no employment rate for 65+ as they are not in the parameters of the statistic. The actual employment number in the table is not limited by the ILO so it will refer to all over 65 year olds for Labour Force, Employment and Unemployment. - PES statistics in the demographics may be more relevant",,,,,,"May be difficult for the everyday user to interpret. Ob from the statistician responsible for the LFS - the rates we produce are defined by the ILO so the 15% is for anyone 65 and over in this case, 1% is 65-74 year olds while there is no employment rate for 65+ as they are not in the parameters of the statistic. The actual employment number in the table is not limited by the ILO so it will refer to all over 65 year olds for Labour Force, Employment and Unemployment. - PES statistics in the demographics may be more relevant",
excluded,DEMOGRAPHICS,DEMO4,,"Cumulative percentage increase in population, all ages and 65+ for Ireland and EU−27, 2013 to 2022",,,2,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,28.0,13.0,2.15,4.0,4.0,4.0,1.0,,Eurostat,,Is it useful at IHA? A little outdated - could put in percentage population change since last Census instead of this,,,"uncertain of the value of this indicator given the timeframe is 2013-2022; although a comapartive between 65+ populations across EU countries may be valuable at a national level, I'm uncertain how it can add value at IHA level.",,,,
excluded,HEALTH STATUS,STAT7,,Percentage of individuals 65 and above who are feeling happy by frequency and year,This is a duplicate - delete it,,2,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,28.0,13.0,2.15,4.0,4.0,4.0,1.0,,WBB22C02,WBB22C02,"can we use 2 out of the 3 SILC indicators but not use the Loneliness indicator (instead, using the TILDA loneliness indicator elsewhere)",,,Indicator WBB22C02 '65+ who are feeling happy by frequency and year' and WBB22C03 ' 65+ who are feeling downhearted or depressed' are two varibales from a suite of emotional well-being indicators reported by SILC (2024).  The thrid variable relates to '65+ who are feeling lonely'.   Should the same source be used for all  3 emotional well-being indicators ? (i.e. SILC)?,,,"Life satisfaction may be a better indicator, considered to be a more stable long term one",
excluded,HEALTH STATUS,STAT29,,Ethnicity of people aged 65+  who are deaf or have a hearing impairment,,,1,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,29.0,13.0,2.23,4.0,4.0,3.0,2.0,,Core Indicator List,Core Indicator List,,,,Unsure of how important it would be to know the ethnicity of 65+ with hearing impairment - numbers I suspect will be very low,,,,
